MeterNo,the_geom,MeterType,LONG,LAT,Status
1083055,POINT (-73.98080475574807 40.78290291184561),Strada,-73.98080476,40.78290291,Active
1023026,POINT (-73.99237573541336 40.72000026472476),Strada,-73.99237574,40.72000026,Active
1023146,POINT (-73.9937492843683 40.71476742152427),Strada,-73.99374928,40.71476742,Active
1083070,POINT (-73.9776594687793 40.78629989164357),Strada,-73.97765947,40.78629989,Active
2053039,POINT (-73.89397043641074 40.84655024293885),Strada,-73.89397044,40.84655024,Active
1208070,POINT (-73.93865236459114 40.79961610271821),Strada,-73.93865236,40.7996161,Active
1264976,POINT (-73.96071638890697 40.76574510459339),Strada,-73.96071639,40.7657451,Active
2162863,POINT (-73.82878704752541 40.83408557060626),Strada,-73.82878705,40.83408557,Active
3513011,POINT (-73.98428654104282 40.617937899025534),Strada,-73.98428654,40.6179379,Active
1228443,POINT (-73.94906126811675 40.82804259901725),Strada,-73.94906127,40.8280426,Active
1403041,POINT (-73.99059728463263 40.76013663439039),Strada,-73.99059728,40.76013663,Active
1409961,POINT (-73.98787674610645 40.76514690602501),Strada,-73.98787675,40.76514691,Inactive
1453007,POINT (-73.9938902922562 40.74253970949625),Strada,-73.99389029,40.74253971,Active
1453104,POINT (-73.99042809965052 40.73873748749444),Strada,-73.9904281,40.73873749,Inactive
1453192,POINT (-73.9859199776348 40.734540765935996),Strada,-73.98591998,40.73454077,Active
3113081,POINT (-73.99358985167648 40.63323193873255),Strada,-73.99358985,40.63323194,Active
3163061,POINT (-73.94944646675455 40.650369051805086),Strada,-73.94944647,40.65036905,Active
3183026,POINT (-73.99680495030286 40.6806428894023),Strada,-73.99680495,40.68064289,Active
3423017,POINT (-74.02662024410611 40.63452437506996),Strada,-74.02662024,40.63452438,Active
1289728,POINT (-73.9409796956536 40.79825979679814),Strada,-73.9409797,40.7982598,Active
1068256,POINT (-73.9279794289725 40.86568792743106),Strada,-73.92797943,40.86568793,Active
2162864,POINT (-73.82345041047598 40.828002966753445),Strada,-73.82345041,40.82800297,Active
2162902,POINT (-73.8213715069519 40.82606297442156),Strada,-73.82137151,40.82606297,Active
2162883,POINT (-73.82278277113684 40.827042994472855),Strada,-73.82278277,40.82704299,Active
2173029,POINT (-73.86212251144838 40.84003235615074),Strada,-73.86212251,40.84003236,Active
2173055,POINT (-73.85534747824228 40.83536363577742),Strada,-73.85534748,40.83536364,Active
3071406,POINT (-73.99720621664919 40.59378625966508),Strada,-73.99720622,40.59378626,Inactive
1369629,POINT (-73.94506178701697 40.824255494138235),Strada,-73.94506179,40.82425549,Active
1374994,POINT (-73.92944755640534 40.85534147682443),Strada,-73.92944756,40.85534148,Active
1389699,POINT (-73.96020247697903 40.80781484220915),Strada,-73.96020248,40.80781484,Active
1348082,POINT (-73.95127537063243 40.79133602171567),Strada,-73.95127537,40.79133602,Active
1443643,POINT (-73.98718196168056 40.74499748682879),Strada,-73.98718196,40.74499749,Active
1433003,POINT (-73.97962584456701 40.76196527133803),Strada,-73.97962584,40.76196527,Active
1433692,POINT (-73.96542069588904 40.7589288809832),Strada,-73.9654207,40.75892888,Active
1483029,POINT (-74.00512924231559 40.707487155237935),Strada,-74.00512924,40.70748716,Active
1483034,POINT (-74.00902960599412 40.70914172431269),Strada,-74.00902961,40.70914172,Active
1483093,POINT (-74.00630032072726 40.70628573579801),Strada,-74.00630032,40.70628574,Active
1483044,POINT (-74.00850807583788 40.7053527161926),Strada,-74.00850808,40.70535272,Active
2162855,POINT (-73.82736757199905 40.83245833037203),Strada,-73.82736757,40.83245833,Active
3423082,POINT (-74.02020309947713 40.635236913407496),Strada,-74.0202031,40.63523691,Active
3441582,POINT (-74.00555342695883 40.628907971901235),Strada,-74.00555343,40.62890797,Active
3483047,POINT (-73.97264116403397 40.60202324089945),Strada,-73.97264116,40.60202324,Inactive
4061122,POINT (-73.83285616629905 40.7542931303377),Strada,-73.83285617,40.75429313,Active
1473009,POINT (-73.9913177197258 40.73189819916239),Strada,-73.99131772,40.7318982,Active
1483005,POINT (-74.00753607232461 40.7107082030007),Strada,-74.00753607,40.7107082,Inactive
3573038,POINT (-73.9334804394223 40.5965376660162),Strada,-73.93348044,40.59653767,Active
4043025,POINT (-73.83619190983967 40.717452090174895),Strada,-73.83619191,40.71745209,Active
4043058,POINT (-73.83056524487468 40.71487567258001),Strada,-73.83056524,40.71487567,Active
4081876,POINT (-73.7826335395781 40.713251204586705),Strada,-73.78263354,40.7132512,Active
4123001,POINT (-73.88193792098714 40.74994238583951),Strada,-73.88193792,40.74994239,Active
4152027,POINT (-73.93330727479307 40.745769604248096),Strada,-73.93330727,40.7457696,Inactive
4152136,POINT (-73.95410766890679 40.74295164679465),Strada,-73.95410767,40.74295165,Active
4303039,POINT (-73.74169389551678 40.716777953440705),Strada,-73.7416939,40.71677795,Active
4303064,POINT (-73.71647097338575 40.726571702643945),Strada,-73.71647097,40.7265717,Active
4193045,POINT (-73.86298719814448 40.74752171122088),Strada,-73.8629872,40.74752171,Active
4463029,POINT (-73.83453615223344 40.69852229501187),Strada,-73.83453615,40.6985223,Active
4523023,POINT (-73.87950312317236 40.7129151873818),Strada,-73.87950312,40.71291519,Active
4433001,POINT (-73.791207972833 40.72604332339886),Strada,-73.79120797,40.72604332,Active
1483109,POINT (-74.0049443124873 40.70621773057581),Strada,-74.00494431,40.70621773,Active
4152129,POINT (-73.95246439493474 40.7473674407567),Strada,-73.95246439,40.74736744,Active
1483068,POINT (-74.01315844638286 40.7034527609988),Strada,-74.01315845,40.70345276,Active
1483055,POINT (-74.0098170979775 40.704806416648005),Strada,-74.0098171,40.70480642,Active
1443182,POINT (-73.98570055282921 40.749741801967374),Strada,-73.98570055,40.7497418,Active
2073087,POINT (-73.87152018267875 40.878443632807105),Strada,-73.87152018,40.87844363,Inactive
5053352,POINT (-74.21604742821411 40.523495262564815),Strada,-74.21604743,40.52349526,Active
4053098,POINT (-73.84019192389434 40.719939985181014),Strada,-73.84019192,40.71993999,Active
4433058,POINT (-73.8097001732215 40.71983227796974),Strada,-73.80970017,40.71983228,Active
1283023,POINT (-73.94893050145996 40.80179958153906),Strada,-73.9489305,40.80179958,Active
1433893,POINT (-73.96983009295323 40.762048752361),Strada,-73.96983009,40.76204875,Planned
3093016,POINT (-74.0283873632737 40.61886279798971),Strada,-74.02838736,40.6188628,Active
3283075,POINT (-73.95583087119164 40.70775631229472),Strada,-73.95583087,40.70775631,Active
3093014,POINT (-74.03337095514613 40.613304588987205),Strada,-74.03337096,40.61330459,Active
1068284,POINT (-73.92617420663285 40.8647700251243),Strada,-73.92617421,40.86477003,Active
1068244,POINT (-73.92761253244986 40.86524461377105),Strada,-73.92761253,40.86524461,Active
1068251,POINT (-73.92629857292629 40.865962508588694),Strada,-73.92629857,40.86596251,Active
1238225,POINT (-73.92016634320768 40.86621591026635),Strada,-73.92016634,40.86621591,Active
1238219,POINT (-73.91931921507343 40.86460087464521),Strada,-73.91931922,40.86460087,Active
1238223,POINT (-73.91921819537764 40.86492538458367),Strada,-73.9192182,40.86492538,Active
1068267,POINT (-73.92541894195816 40.8614403948359),Strada,-73.92541894,40.86144039,Active
1058385,POINT (-73.93975127200348 40.851358314873906),Strada,-73.93975127,40.85135831,Active
3473001,POINT (-73.95522217178629 40.73549607192559),Strada,-73.95522217,40.73549607,Active
3223003,POINT (-73.9538762658153 40.72914523790605),Strada,-73.95387627,40.72914524,Active
3223020,POINT (-73.95288813682313 40.727584097570976),Strada,-73.95288814,40.7275841,Active
3223030,POINT (-73.95210562384932 40.72733699297112),Strada,-73.95210562,40.72733699,Active
3183042,POINT (-73.99913198224827 40.67550064659245),Strada,-73.99913198,40.67550065,Active
2162913,POINT (-73.81769791370287 40.820547126784895),Strada,-73.81769791,40.82054713,Active
2162893,POINT (-73.81999893856556 40.823681756535365),Strada,-73.81999894,40.82368176,Active
2162892,POINT (-73.82047204340225 40.82426233524968),Strada,-73.82047204,40.82426234,Active
2162887,POINT (-73.82152704276017 40.82594372106339),Strada,-73.82152704,40.82594372,Active
4923001,POINT (-73.76957621421641 40.763682481576694),Strada,-73.76957621,40.76368248,Active
1409966,POINT (-73.99017350525536 40.76199590313626),Strada,-73.99017351,40.7619959,Active
1043010,POINT (-73.97637897317726 40.743680225836215),Strada,-73.97637897,40.74368023,Inactive
1433433,POINT (-73.98468695839048 40.76338174257579),Strada,-73.98468696,40.76338174,Active
1083060,POINT (-73.98180329077546 40.77994617625286),Strada,-73.98180329,40.77994618,Active
1433423,POINT (-73.98418452803512 40.761028284833486),Strada,-73.98418453,40.76102828,Active
2162871,POINT (-73.82505648349756 40.829751736860196),Strada,-73.82505648,40.82975174,Active
2073018,POINT (-73.87812614244791 40.88100310257675),Strada,-73.87812614,40.8810031,Active
4072256,POINT (-73.91483637809527 40.76354097523535),Strada,-73.91483638,40.76354098,Active
4152058,POINT (-73.94603198142435 40.745765929900045),Strada,-73.94603198,40.74576593,Inactive
4072198,POINT (-73.92007091872676 40.75940819464979),Strada,-73.92007092,40.75940819,Active
4173012,POINT (-73.86311035223748 40.72903357136321),Strada,-73.86311035,40.72903357,Active
3333036,POINT (-73.93771035399982 40.62328043852283),Strada,-73.93771035,40.62328044,Active
3333118,POINT (-73.91710772127092 40.61911319135812),Strada,-73.91710772,40.61911319,Active
3333010,POINT (-73.93172480291996 40.6183335711722),Strada,-73.9317248,40.61833357,Active
3113059,POINT (-73.99010965931824 40.63741112765847),Strada,-73.99010966,40.63741113,Active
3543091,POINT (-73.96929157907473 40.59088802034436),Strada,-73.96929158,40.59088802,Active
3543004,POINT (-73.9708530734333 40.59730363375824),Strada,-73.97085307,40.59730363,Active
3602999,POINT (-73.98768824508458 40.629039083886376),Strada,-73.98768825,40.62903908,Active
3602992,POINT (-73.98417613800697 40.632416437766594),Strada,-73.98417614,40.63241644,Active
3602942,POINT (-73.97714467897725 40.635589723743685),Strada,-73.97714468,40.63558972,Active
3573012,POINT (-73.95262709897477 40.590384113393824),Strada,-73.9526271,40.59038411,Active
3413015,POINT (-73.96271255074636 40.6111266290526),Strada,-73.96271255,40.61112663,Active
3373013,POINT (-73.92250347293299 40.664516010055166),Strada,-73.92250347,40.66451601,Active
1113023,POINT (-74.01214841313883 40.71943861641892),Strada,-74.01214841,40.71943862,Active
4443169,POINT (-73.843676991596 40.672739125332036),Strada,-73.84367699,40.67273913,Active
1473080,POINT (-73.9938193787695 40.72815029656514),Strada,-73.99381938,40.7281503,Active
1143012,POINT (-73.99657315578565 40.73240932569962),Strada,-73.99657316,40.73240933,Active
1043044,POINT (-73.98030950271588 40.73936644457831),Strada,-73.9803095,40.73936644,Active
1449903,POINT (-73.99338336623174 40.75764461619971),Strada,-73.99338337,40.75764462,Active
3441567,POINT (-74.01163351090327 40.62893327952333),Strada,-74.01163351,40.62893328,Active
4413140,POINT (-73.88060765322925 40.74066913465398),Strada,-73.88060765,40.74066913,Active
4413057,POINT (-73.87177469682351 40.73479901892879),Strada,-73.8717747,40.73479902,Active
4413095,POINT (-73.88398102190946 40.74546376569809),Strada,-73.88398102,40.74546377,Active
3423016,POINT (-74.02633777223414 40.63521148123872),Strada,-74.02633777,40.63521148,Active
3183003,POINT (-73.99291794239089 40.68870453072569),Strada,-73.99291794,40.68870453,Active
3423042,POINT (-74.03382800711553 40.616917692240264),Strada,-74.03382801,40.61691769,Active
3493035,POINT (-73.99548517329946 40.63114868729791),Strada,-73.99548517,40.63114869,Active
3483046,POINT (-73.97253286352468 40.602833355367004),Strada,-73.97253286,40.60283336,Active
3453014,POINT (-73.99544994421187 40.61380747163031),Strada,-73.99544994,40.61380747,Active
2143005,POINT (-73.92519934917225 40.82717100469218),Strada,-73.92519935,40.827171,Active
1113067,POINT (-74.00278884903202 40.708482984046334),Strada,-74.00278885,40.70848298,Active
3573003,POINT (-73.94971743288974 40.59286253771398),Strada,-73.94971743,40.59286254,Active
1113019,POINT (-74.0046668756708 40.719251809004994),Strada,-74.00466688,40.71925181,Active
1083066,POINT (-73.97873770454038 40.78499684703224),Strada,-73.9787377,40.78499685,Active
4152107,POINT (-73.95001921170413 40.74400724563055),Strada,-73.95001921,40.74400725,Active
4081955,POINT (-73.79798034670824 40.70488780306314),Strada,-73.79798035,40.7048878,Active
3543023,POINT (-73.97566695881137 40.59664960029533),Strada,-73.97566696,40.5966496,Active
3602975,POINT (-73.96487332142144 40.641087260441225),Strada,-73.96487332,40.64108726,Active
4523004,POINT (-73.8776165912945 40.71273722742867),Strada,-73.87761659,40.71273723,Active
1389696,POINT (-73.96425554650577 40.80259462600777),Strada,-73.96425555,40.80259463,Active
4211728,POINT (-73.75824658099161 40.74045893462336),Strada,-73.75824658,40.74045893,Active
4233138,POINT (-73.92900450988306 40.75842680394351),Strada,-73.92900451,40.7584268,Active
4233035,POINT (-73.93056932472867 40.76431813673935),Strada,-73.93056932,40.76431814,Inactive
4233120,POINT (-73.92499541238193 40.76883617663463),Strada,-73.92499541,40.76883618,Active
4233152,POINT (-73.92237861655207 40.760326394042245),Strada,-73.92237862,40.76032639,Active
4233055,POINT (-73.92703176535025 40.762588278581234),Strada,-73.92703177,40.76258828,Inactive
4353007,POINT (-73.89897255668778 40.72392133401285),Strada,-73.89897256,40.72392133,Active
4193017,POINT (-73.86333132501007 40.75064861526056),Strada,-73.86333133,40.75064862,Active
4221278,POINT (-73.86851811046478 40.74705181727604),Strada,-73.86851811,40.74705182,Active
4221258,POINT (-73.86797257412977 40.74938139794404),Strada,-73.86797257,40.7493814,Active
4353042,POINT (-73.89412596015065 40.72673628086601),Strada,-73.89412596,40.72673628,Active
4211730,POINT (-73.77629148471755 40.758380986650465),Strada,-73.77629148,40.75838099,Active
4211734,POINT (-73.768609040478 40.75533199049603),Strada,-73.76860904,40.75533199,Active
3403046,POINT (-73.95342553877852 40.68044174951592),Strada,-73.95342554,40.68044175,Active
2093035,POINT (-73.86582327869704 40.85421833737113),Strada,-73.86582328,40.85421834,Active
1074883,POINT (-73.96268132588887 40.76804312768462),Strada,-73.96268133,40.76804313,Active
4353047,POINT (-73.89445604667594 40.727664721032426),Strada,-73.89445605,40.72766472,Active
1218156,POINT (-73.9741630190722 40.79110501203253),Strada,-73.97416302,40.79110501,Active
1208016,POINT (-73.95711873983284 40.77472281772353),Strada,-73.95711874,40.77472282,Active
2063026,POINT (-73.85159802954098 40.835719050511166),Strada,-73.85159803,40.83571905,Active
1228438,POINT (-73.94820733872723 40.825580345305276),Strada,-73.94820734,40.82558035,Active
1389716,POINT (-73.96093404559502 40.80715068326419),Strada,-73.96093405,40.80715068,Active
1208056,POINT (-73.94418359908907 40.79204704199284),Strada,-73.9441836,40.79204704,Active
2293020,POINT (-73.84004123967203 40.88088689360256),Strada,-73.84004124,40.88088689,Active
4181695,POINT (-73.8905291842339 40.770689099084265),Strada,-73.89052918,40.7706891,Active
1218187,POINT (-73.96312964913464 40.80935270989001),Strada,-73.96312965,40.80935271,Active
1389701,POINT (-73.9593314785891 40.80901724974162),Strada,-73.95933148,40.80901725,Active
2013103,POINT (-73.90201796899689 40.863017690782975),Strada,-73.90201797,40.86301769,Active
4193028,POINT (-73.8628754298216 40.749193958914006),Strada,-73.86287543,40.74919396,Active
3403003,POINT (-73.94973514719385 40.678799368137234),Strada,-73.94973515,40.67879937,Active
3313021,POINT (-73.95626462767645 40.618218053553676),Strada,-73.95626463,40.61821805,Active
1473110,POINT (-73.99132457003986 40.73409134850587),Strada,-73.99132457,40.73409135,Retired
1083095,POINT (-73.97940404006813 40.78527681682564),Strada,-73.97940404,40.78527682,Inactive
1083083,POINT (-73.977107255681 40.78785996162436),Strada,-73.97710726,40.78785996,Active
4723005,POINT (-73.91911031395672 40.74312841289046),Strada,-73.91911031,40.74312841,Active
2343001,POINT (-73.909250300655 40.846260605750366),Strada,-73.9092503,40.84626061,Inactive
3423023,POINT (-74.02827290943566 40.63048395019208),Strada,-74.02827291,40.63048395,Active
1443229,POINT (-73.99000357103294 40.74981198196696),Strada,-73.99000357,40.74981198,Active
1443596,POINT (-73.99695264092881 40.7445666189905),Strada,-73.99695264,40.74456662,Inactive
1443929,POINT (-73.97326259579376 40.75017359149631),Strada,-73.9732626,40.75017359,Active
1433086,POINT (-73.97625201652826 40.76227987655893),Strada,-73.97625202,40.76227988,Active
1433170,POINT (-73.97338886242356 40.75452098852532),Strada,-73.97338886,40.75452099,Active
1433849,POINT (-73.97089603973147 40.752550928688215),Strada,-73.97089604,40.75255093,Active
4303018,POINT (-73.73703082892293 40.718136961440884),Strada,-73.73703083,40.71813696,Active
3213001,POINT (-73.93174267627309 40.667096782910896),Strada,-73.93174268,40.66709678,Active
1043055,POINT (-73.97994346665982 40.73829679382358),Strada,-73.97994347,40.73829679,Inactive
1153008,POINT (-73.98983866916106 40.733139391765995),Strada,-73.98983867,40.73313939,Active
4451795,POINT (-73.85736988184561 40.7323892238273),Strada,-73.85736988,40.73238922,Active
3213004,POINT (-73.93143910806091 40.66418166847257),Strada,-73.93143911,40.66418167,Active
3203002,POINT (-73.95750373628114 40.67178575008904),Strada,-73.95750374,40.67178575,Active
1083051,POINT (-73.97868647567279 40.78320579515815),Strada,-73.97868648,40.7832058,Active
2373008,POINT (-73.91084273368712 40.83079077397663),Strada,-73.91084273,40.83079077,Active
1243104,POINT (-74.00015733256441 40.720634124681126),Strada,-74.00015733,40.72063412,Active
1443073,POINT (-73.98420528287205 40.75072044039341),Strada,-73.98420528,40.75072044,Active
2053016,POINT (-73.88959271662739 40.84457185172855),Strada,-73.88959272,40.84457185,Active
1013005,POINT (-73.94637398699095 40.80824218335162),Strada,-73.94637399,40.80824218,Active
1013022,POINT (-73.94280622896177 40.806551882102134),Strada,-73.94280623,40.80655188,Active
3063154,POINT (-73.94762254692735 40.599655538275954),Strada,-73.94762255,40.59965554,Active
3033051,POINT (-73.91115699000659 40.67101730365574),Strada,-73.91115699,40.6710173,Active
3163074,POINT (-73.92788884715063 40.652206779581924),Strada,-73.92788885,40.65220678,Active
3163017,POINT (-73.94876901442672 40.65078701544988),Strada,-73.94876901,40.65078702,Active
3493092,POINT (-73.99522124781195 40.63593493687186),Strada,-73.99522125,40.63593494,Active
1058293,POINT (-73.93846305517647 40.84267391056938),Strada,-73.93846306,40.84267391,Active
3183027,POINT (-73.99665407717636 40.68064282027699),Strada,-73.99665408,40.68064282,Active
3483052,POINT (-73.97405731668445 40.604159405850424),Strada,-73.97405732,40.60415941,Active
4293038,POINT (-73.82770472937676 40.68554923816975),Strada,-73.82770473,40.68554924,Active
3583012,POINT (-73.86920564293546 40.68455013674222),Strada,-73.86920564,40.68455014,Active
2131699,POINT (-73.8877561369762 40.854077903401055),Strada,-73.88775614,40.8540779,Inactive
1433184,POINT (-73.97765437160582 40.75714265695358),Strada,-73.97765437,40.75714266,Active
1043102,POINT (-73.98727508377503 40.72897701342434),Strada,-73.98727508,40.72897701,Active
1433694,POINT (-73.96639889290383 40.757600246661575),Strada,-73.96639889,40.75760025,Active
1483095,POINT (-74.0082566169154 40.705177280649174),Strada,-74.00825662,40.70517728,Active
1433715,POINT (-73.96930557143503 40.758013133409705),Strada,-73.96930557,40.75801313,Active
4233168,POINT (-73.92170712788995 40.76666101803147),Strada,-73.92170713,40.76666102,Inactive
1058325,POINT (-73.93222265005598 40.850956428830486),Strada,-73.93222265,40.85095643,Active
1228445,POINT (-73.94813694965674 40.829318084145854),Strada,-73.94813695,40.82931808,Active
1058382,POINT (-73.93700863525903 40.85060484563764),Strada,-73.93700864,40.85060485,Active
2253198,POINT (-73.902668075993 40.86894560368073),Strada,-73.90266808,40.8689456,Active
1208074,POINT (-73.93735119616866 40.80140627812002),Strada,-73.9373512,40.80140628,Active
1369633,POINT (-73.94748018005775 40.8255759209668),Strada,-73.94748018,40.82557592,Active
1264948,POINT (-73.95402169964407 40.774924831920856),Strada,-73.9540217,40.77492483,Active
1033037,POINT (-73.97912857372158 40.78221393391728),Strada,-73.97912857,40.78221393,Active
1033010,POINT (-73.98094105172937 40.77916224979411),Strada,-73.98094105,40.77916225,Active
1033077,POINT (-73.97361513761683 40.78434606555477),Strada,-73.97361514,40.78434607,Active
1113102,POINT (-74.0006518972896 40.717828712492185),Strada,-74.0006519,40.71782871,Active
4723011,POINT (-73.92192042874109 40.74345737503762),Strada,-73.92192043,40.74345738,Active
1243022,POINT (-73.99633359696092 40.71929799183773),Strada,-73.9963336,40.71929799,Active
1243010,POINT (-73.99757219355475 40.718861894199705),Strada,-73.99757219,40.71886189,Active
1403049,POINT (-73.98841155769452 40.76075456953858),Strada,-73.98841156,40.76075457,Active
1403020,POINT (-73.9847174650026 40.767587056836696),Strada,-73.98471747,40.76758706,Active
4303048,POINT (-73.73582541038589 40.71818238289463),Strada,-73.73582541,40.71818238,Active
4303070,POINT (-73.72091115187851 40.72544960092712),Strada,-73.72091115,40.7254496,Active
4413132,POINT (-73.88825212345743 40.74356535628167),Strada,-73.88825212,40.74356536,Active
4413059,POINT (-73.8774917472309 40.73887420317869),Strada,-73.87749175,40.7388742,Active
4303024,POINT (-73.74029916696006 40.71730164609808),Strada,-73.74029917,40.71730165,Active
4413014,POINT (-73.87980736135592 40.73699411424033),Strada,-73.87980736,40.73699411,Active
4413024,POINT (-73.87517149302619 40.734763488891424),Strada,-73.87517149,40.73476349,Active
4443098,POINT (-73.83018302416195 40.68477958022253),Strada,-73.83018302,40.68477958,Active
4443135,POINT (-73.83876131241159 40.652497338466176),Strada,-73.83876131,40.65249734,Active
4443033,POINT (-73.83205713890307 40.68463745487896),Strada,-73.83205714,40.68463745,Active
4443131,POINT (-73.8389213961809 40.654518126787224),Strada,-73.8389214,40.65451813,Active
4443024,POINT (-73.82904540215841 40.68564063369374),Strada,-73.8290454,40.68564063,Active
4413130,POINT (-73.88658886058933 40.74379414423815),Strada,-73.88658886,40.74379414,Active
4043071,POINT (-73.82793880650969 40.71320573683032),Strada,-73.82793881,40.71320574,Active
4263003,POINT (-73.89833985743992 40.70875003433962),Strada,-73.89833986,40.70875003,Active
4413156,POINT (-73.86569359888823 40.73618022975316),Strada,-73.8656936,40.73618023,Active
4413124,POINT (-73.88242455103551 40.74161935035585),Strada,-73.88242455,40.74161935,Active
4413068,POINT (-73.88545147575552 40.744215364767385),Strada,-73.88545148,40.74421536,Active
4413103,POINT (-73.88408929182698 40.743220544877225),Strada,-73.88408929,40.74322054,Active
4443055,POINT (-73.84269327135632 40.68071700507786),Strada,-73.84269327,40.68071701,Active
4443022,POINT (-73.83263129838426 40.67840535948588),Strada,-73.8326313,40.67840536,Active
4303036,POINT (-73.74587498466272 40.71580378472926),Strada,-73.74587498,40.71580378,Active
4443052,POINT (-73.83722371167887 40.682375173280974),Strada,-73.83722371,40.68237517,Active
4443104,POINT (-73.84450003293033 40.67903973339747),Strada,-73.84450003,40.67903973,Active
1403043,POINT (-73.99042393578054 40.760781294961106),Strada,-73.99042394,40.7607813,Active
1443069,POINT (-73.98215197327154 40.74985339725491),Strada,-73.98215197,40.7498534,Active
1033088,POINT (-73.97653684174547 40.78033283637456),Strada,-73.97653684,40.78033284,Active
2073081,POINT (-73.8789463911267 40.87395241886491),Strada,-73.87894639,40.87395242,Active
2131190,POINT (-73.88740354100335 40.854648726409934),Strada,-73.88740354,40.85464873,Active
1033098,POINT (-73.98158105216154 40.77437676967826),Strada,-73.98158105,40.77437677,Active
4303080,POINT (-73.72219319621058 40.72521070089122),Strada,-73.7221932,40.7252107,Active
2053022,POINT (-73.88603592483466 40.842978743383995),Strada,-73.88603592,40.84297874,Active
1033027,POINT (-73.975167647835 40.78731114594413),Strada,-73.97516765,40.78731115,Active
3303041,POINT (-73.9183369135033 40.6991885647376),Strada,-73.91833691,40.69918856,Active
3163007,POINT (-73.96361896854178 40.64915882824288),Strada,-73.96361897,40.64915883,Active
3163084,POINT (-73.93384280918255 40.651640924277444),Strada,-73.93384281,40.65164092,Active
3423050,POINT (-74.03170022555594 40.62166733355396),Strada,-74.03170023,40.62166733,Active
3423061,POINT (-74.02816412679422 40.63035256948163),Strada,-74.02816413,40.63035257,Active
1243029,POINT (-73.99759728577585 40.71716185348904),Strada,-73.99759729,40.71716185,Active
4152050,POINT (-73.9395784615461 40.74822492628306),Strada,-73.93957846,40.74822493,Inactive
3523005,POINT (-73.96298609456002 40.674235412293285),Strada,-73.96298609,40.67423541,Active
3091448,POINT (-74.0229136725017 40.6290161742098),Strada,-74.02291367,40.62901617,Active
3043089,POINT (-73.95790138634158 40.64486243444068),Strada,-73.95790139,40.64486243,Active
3043121,POINT (-73.96007322356898 40.656935777390274),Strada,-73.96007322,40.65693578,Active
1243053,POINT (-74.00420815666729 40.7211809102613),Strada,-74.00420816,40.72118091,Active
1353009,POINT (-74.0018996830517 40.74551159294592),Strada,-74.00189968,40.74551159,Active
1323047,POINT (-74.0069204385582 40.72924714516637),Strada,-74.00692044,40.72924715,Active
1443136,POINT (-73.98938751014614 40.75208704678198),Strada,-73.98938751,40.75208705,Active
1443176,POINT (-73.9828463576708 40.74853982106334),Strada,-73.98284636,40.74853982,Active
1443250,POINT (-73.97796635285486 40.746137251368104),Strada,-73.97796635,40.74613725,Active
1443262,POINT (-73.97912736455925 40.747360986581334),Strada,-73.97912736,40.74736099,Active
1443330,POINT (-73.9795878724267 40.75252233455506),Strada,-73.97958787,40.75252233,Active
1443396,POINT (-73.99186553939514 40.748274274819806),Strada,-73.99186554,40.74827427,Active
1443450,POINT (-73.99530077061402 40.74891357432444),Strada,-73.99530077,40.74891357,Active
1443490,POINT (-73.98331481997278 40.74215108564329),Strada,-73.98331482,40.74215109,Inactive
1443554,POINT (-73.99139211114561 40.74392952450743),Strada,-73.99139211,40.74392952,Active
1443685,POINT (-73.99632754292051 40.748061281654266),Strada,-73.99632754,40.74806128,Active
1453187,POINT (-73.9889854956525 40.73583413287706),Strada,-73.9889855,40.73583413,Active
1433832,POINT (-73.9751487209703 40.76337225726183),Strada,-73.97514872,40.76337226,Active
1433869,POINT (-73.96813220866964 40.75630228195223),Strada,-73.96813221,40.75630228,Active
1453002,POINT (-73.99563773958445 40.74317035267643),Strada,-73.99563774,40.74317035,Active
1433190,POINT (-73.97544279227145 40.75620536711142),Strada,-73.97544279,40.75620537,Active
1433403,POINT (-73.9706141485125 40.752200851261875),Strada,-73.97061415,40.75220085,Active
4233064,POINT (-73.92684277026949 40.76001759391964),Strada,-73.92684277,40.76001759,Active
1143009,POINT (-73.99433371054172 40.7314659503774),Strada,-73.99433371,40.73146595,Active
4723029,POINT (-73.93203725595957 40.74462036170707),Strada,-73.93203726,40.74462036,Inactive
1193006,POINT (-73.95642752607372 40.778486529382135),Strada,-73.95642753,40.77848653,Active
4013107,POINT (-73.9202292991484 40.74160831393968),Strada,-73.9202293,40.74160831,Active
1013008,POINT (-73.94913199507096 40.80940423107454),Strada,-73.949132,40.80940423,Active
1013019,POINT (-73.94639459099976 40.80806225088912),Strada,-73.94639459,40.80806225,Inactive
1023046,POINT (-73.9890100985214 40.72060288118913),Strada,-73.9890101,40.72060288,Active
1023111,POINT (-73.99202360286921 40.71813930126975),Strada,-73.9920236,40.7181393,Active
1133074,POINT (-73.9802499569093 40.734739929599385),Strada,-73.98024996,40.73473993,Active
1403065,POINT (-73.98927233326322 40.75774239872568),Strada,-73.98927233,40.7577424,Active
1074864,POINT (-73.96449399310933 40.76421835629193),Strada,-73.96449399,40.76421836,Inactive
1409951,POINT (-73.98903315873939 40.76316675932137),Strada,-73.98903316,40.76316676,Active
1133008,POINT (-73.97697478037561 40.728905402601086),Strada,-73.97697478,40.7289054,Active
1133005,POINT (-73.9793799800272 40.729919717644165),Strada,-73.97937998,40.72991972,Inactive
1264909,POINT (-73.94857268590256 40.77777547961323),Strada,-73.94857269,40.77777548,Active
